name	critic-score	audience-score	rating	genres	director_score	writer_score	actor_score	theater-date	streaming-date	box-office	runtime	studio
Sing	72%	73%	PG (for some rude humor and mild peril)	"Animation,Comedy,Musical & Performing Arts"	73	73	"63.0,53.0,69.5,72.0"	"Dec 21, 2016Â wide"	21-Mar-17	"$270,322,940 "	108 minutes	Illumination Entertainment
Peter Pan1953	79%	80%	G	"Animation,Kids & Family,Musical & Performing Arts,Science Fiction & Fantasy"	93	86	"83.5,79.0,75.0,88.0"	"Feb 5, 1953Â wide"	6-Mar-07	NA	77 minutes	NA
Sukai Kurora (The Sky Crawlers) (2008)	78%	58%	PG-13	"Action & Adventure,Animation,Anime & Manga,Art House & International"	78	78	"69.0,78.0,69.0,78.0"	"Aug 2, 2008Â wide"	26-May-09	NA	121 minutes	Sony Pictures Home Entertainment
Toy Story	100%	92%	G	"Animation,Comedy,Kids & Family,Science Fiction & Fantasy"	89	79	"73.0,49.0,79.5,25.0"	"Nov 22, 1995Â wide"	20-Mar-01	NA	80 minutes	Buena Vista
Batman and Harley Quinn (2017)	56%	36%	"PG-13 (for sexual content, language, violence and action, and for rude humor)"	"Action & Adventure,Animation,Drama,Kids & Family"	84.5	56	"35.0,82.0,32.0,57.0"	"Aug 14, 2017Â limited"	29-Aug-17	NA	74 minutes	NA
The Emperor's New Groove2000	85%	83%	G	"Animation,Kids & Family,Science Fiction & Fantasy"	79	79.5	"19.5,52.0,45.5,41.5"	"Dec 15, 2000Â wide"	1-May-01	"$87,320,505 "	79 minutes	Buena Vista Pictures
The Secret of Kells (2010)	91%	85%	G	"Animation,Art House & International,Kids & Family,Science Fiction & Fantasy"	91	51	"91.0,91.0,86.0,91.0"	"Mar 12, 2010Â limited"	5-Oct-10	"$686,383 "	75 minutes	GKIDS
The Secret of NIMH1982	96%	85%	G	"Animation,Drama,Kids & Family,Science Fiction & Fantasy"	62	62	"63.0,85.0,80.5,44.0"	"Jul 2, 1982Â wide"	6-Mar-01	NA	82 minutes	NA
Epic2013	65%	65%	"PG (for mild action, some scary images and brief rude language)"	"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy"	57	65	"56.0,62.0,61.0,41.0"	"May 24, 2013Â wide"	20-Sep-13	"$107,515,297 "	102 minutes	Twentieth Century Fox
Song Of The Sea2014	99%	92%	PG	"Animation,Kids & Family,Science Fiction & Fantasy"	91	99	"60.0,50.0,99.0,64.5"	"Dec 19, 2014Â limited"	17-Mar-15	NA	93 minutes	GKIDS
Gulliver's Travels1939	67%	52%	NR	"Action & Adventure,Animation,Classics,Comedy,Kids & Family"	69	56	"67.0,67.0,84.0,69.0"	"Dec 22, 1939Â wide"	10-Mar-09	NA	74 minutes	NA
The Princess and the Cobbler (The Thief and the Cobbler)1993	50%	74%	G	"Action & Adventure,Animation,Comedy,Kids & Family,Science Fiction & Fantasy"	92	NA	"82.0,56.0,72.0,61.0"	"Jul 25, 1993Â limited"	8-Mar-05	NA	72 minutes	NA
Appurushdo (Appleseed) (2004)	25%	74%	R (for some violence)	"Action & Adventure,Animation,Anime & Manga,Art House & International,Science Fiction & Fantasy"	25	42.5	"25.0,25.0,25.0,25.0"	"Oct 16, 2004Â wide"	10-May-05	NA	105 minutes	Geneon Entertainment
Cloudy with a Chance of Meatballs 22013	71%	66%	PG (for mild rude humor)	"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy"	81.5	37	"71.0,38.0,58.5,51.0"	"Sep 27, 2013Â wide"	28-Jan-14	"$119,793,567 "	95 minutes	Sony Pictures
The Rugrats Movie	59%	50%	G	"Animation,Kids & Family,Television"	67.5	42	"59.0,56.0,59.0,59.0"	"Nov 20, 1998Â wide"	30-Mar-99	NA	87 minutes	NA
Moana	95%	89%	"PG (for peril, some scary images and brief thematic elements)"	"Action & Adventure,Animation,Kids & Family"	83	96	"95.0,48.0,40.0,95.0"	"Nov 23, 2016Â wide"	7-Mar-17	"$248,752,120 "	103 minutes	Walt Disney Pictures
Teacher's Pet (2004)	76%	47%	PG (for some mildly crude humor)	"Animation,Comedy,Kids & Family,Musical & Performing Arts,Television"	76	76	"53.0,35.5,58.0,76.0"	"Jan 16, 2004Â wide"	15-Jun-04	"$6,295,378 "	73 minutes	Buena Vista Pictures
The Iron Giant	96%	90%	PG (for fantasy action and mild language)	"Animation,Kids & Family,Science Fiction & Fantasy"	89.5	69.5	"46.0,55.0,48.0,64.0"	"Jul 1, 1999Â wide"	23-Nov-99	NA	86 minutes	Warner Bros. Pictures
My Life as a Zucchini (Ma vie de courgette)	98%	88%	PG-13 (for thematic elements and suggestive material)	"Animation,Art House & International,Kids & Family"	98	96	"45.0,58.0,67.5,41.0"	"Feb 24, 2017Â limited"	23-May-17	"$279,912 "	66 minutes	Rita Productions
Robots2005	64%	53%	PG (for some brief language and suggestive humor)	"Animation,Comedy,Kids & Family,Science Fiction & Fantasy"	57	64	"63.0,51.0,70.0,43.0"	"Mar 11, 2005Â wide"	20-Sep-05	"$128,107,031 "	89 minutes	20th Century Fox
Fantastic Planet1973	88%	87%	PG	"Animation,Art House & International,Drama,Science Fiction & Fantasy"	88	72	"72.5,44.0,87.0,75.0"	"Feb 5, 1973Â limited"	23-Oct-07	NA	75 minutes	NA
Rock Dog	45%	46%	PG (for action and language)	"Animation,Comedy,Kids & Family"	79	79	"51.0,45.0,50.0,69.0"	"Feb 24, 2017Â wide"	23-May-17	"$9,404,922 "	80 minutes	Summit Premiere
ParaNorman2012	88%	72%	"PG (for scary action and images, thematic elements, some rude humor and language)"	"Action & Adventure,Animation,Comedy,Kids & Family"	74	92.5	"71.0,31.0,61.0,56.5"	"Aug 17, 2012Â limited"	27-Nov-12	"$55,994,557 "	93 minutes	Focus Features
The Jetsons (1990)	27%	44%	G	"Action & Adventure,Animation,Comedy,Kids & Family,Science Fiction & Fantasy"	22	27	"63.0,73.0,67.0,27.0"	"Jul 6, 1990Â wide"	28-Apr-09	NA	82 minutes	NA
Aladdin	94%	92%	G	"Action & Adventure,Animation,Comedy,Kids & Family,Musical & Performing Arts"	83	83	"33.0,51.0,45.0,84.0"	"Nov 11, 1992Â wide"	5-Oct-04	NA	90 minutes	Buena Vista Distribution Compa
Mia et le Migou (Mia and the Migoo)2011	38%	63%	"PG (for thematic elements, some peril and brief mild language)"	"Animation,Art House & International,Kids & Family"	83	38	"56.0,38.0,38.0,77.5"	"Mar 25, 2011Â limited"	7-Aug-12	"$16,975 "	92 minutes	GKIDS
The Rabbi's Cat2012	94%	76%	NR	"Action & Adventure,Animation,Art House & International"	94	76	"68.5,75.0,82.5,82.0"	"Dec 7, 2012Â limited"	7-May-13	"$16,659 "	89 minutes	GKIDS
Kung Fu Panda 2	81%	74%	PG (for sequences of martial arts action and mild violence)	"Action & Adventure,Animation,Comedy,Kids & Family"	65.5	74	"64.0,48.0,73.0,64.0"	"May 26, 2011Â wide"	13-Dec-11	"$165,230,261 "	88 minutes	Paramount Studios/Dreamworks
Frankenweenie2012	87%	70%	"PG (for thematic elements, scary images and action)"	"Animation,Comedy,Horror,Science Fiction & Fantasy"	75	73	"67.0,61.0,57.0,62.0"	"Oct 5, 2012Â wide"	8-Jan-13	"$35,287,788 "	90 minutes	Walt Disney Pictures
Pocahontas II: Journey to a New World1998	29%	29%	G	"Action & Adventure,Animation,Kids & Family"	29	29	"60.0,44.5,38.0,59.0"	"Aug 4, 1998Â wide"	5-Sep-00	NA	72 minutes	NA
Shrek Forever After	57%	54%	"PG (for mild action, some rude humor and brief language)"	"Action & Adventure,Animation,Comedy,Kids & Family,Science Fiction & Fantasy"	68	62	"56.5,41.5,44.0,46.0"	"May 21, 2010Â wide"	7-Dec-10	"$238,319,043 "	93 minutes	Paramount
Leroy & Stitch2006	40%	52%	G	"Animation,Kids & Family,Television"	43	44	"40.0,29.0,36.5,56.0"	"Jun 23, 2006Â wide"	27-Jun-06	NA	72 minutes	NA
Spirit - Stallion of the Cimarron2002	69%	76%	G	"Animation,Drama,Kids & Family"	69	46	"68.5,59.0,69.0,69.0"	"May 24, 2002Â wide"	19-Nov-02	"$73,215,310 "	83 minutes	DreamWorks SKG
Rainbow Brite and the Star Stealer1985	0%	79%	G	"Animation,Drama,Kids & Family"	0	29	"69.0,16.5,38.0,53.0"	"Jan 1, 1985Â wide"	2-Nov-04	NA	85 minutes	NA
Blinky Bill The Movie2016	73%	44%	PG (for some rude humor.)	"Action & Adventure,Animation,Art House & International"	73	58.5	"52.5,49.0,67.5,61.0"	"Oct 7, 2016Â limited"	11-Oct-16	NA	90 minutes	Assemblage Entertainment
Hoodwinked (2005)	47%	56%	PG (for some mild action and thematic elements)	"Animation,Comedy,Kids & Family"	11	11	"64.0,50.5,29.5,41.5"	"Jan 13, 2005Â wide"	2-May-06	"$50,802,483 "	80 minutes	Weinstein Company
Ferdinand	71%	50%	"PG (for rude humor, action and some thematic elements)"	"Animation,Comedy,Drama"	51.5	75	"36.0,47.5,57.5,86.5"	"Dec 15, 2017Â wide"	13-Mar-18	"$70,466,891 "	NA	NA
Arthur and the Invisibles (Arthur and the Minimoys) (2007)	23%	56%	PG (for fantasy action and brief suggestive material)	"Animation,Kids & Family,Science Fiction & Fantasy"	45	45	"41.0,66.0,23.0,38.5"	"Jan 12, 2007Â wide"	15-May-07	"$15,004,318 "	94 minutes	MGM
Dragon Ball Z: Resurrection 'F'2015	81%	84%	NR	"Action & Adventure,Animation,Science Fiction & Fantasy"	81	48	"81.0,81.0,81.0,79.0"	"Aug 4, 2015Â limited"	20-Oct-15	NA	93 minutes	FUNimation Films
The Lion of Judah (2011)	0%	62%	PG (for some mild thematic elements)	"Animation,Kids & Family"	0	0	"0.0,70.0,0.0,57.0"	"Mar 25, 2011Â limited"	27-Mar-12	NA	87 minutes	Rocky Mountain Pictures
The 3 Worlds of Gulliver (1960)	83%	52%	G	"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy"	81.5	81.5	"91.5,91.5,83.0,83.0"	"Dec 1, 1960Â wide"	16-Apr-02	NA	100 minutes	NA
The Bugs Bunny/Road Runner Movie1979	100%	86%	G	"Animation,Kids & Family"	84	100	"73.0,91.5"	NA	25-Oct-05	NA	105 minutes	NA
Cars 2	39%	49%	G	"Action & Adventure,Animation,Comedy,Kids & Family"	89	89	"43.5,29.5,56.0,50.0"	"Jun 24, 2011Â wide"	1-Nov-11	"$191,450,875 "	112 minutes	Walt Disney Pictures/PIXAR
Yogi Bear2010	13%	34%	PG	"Action & Adventure,Animation,Comedy,Kids & Family"	37	15.5	"40.0,45.0,38.0,27.0"	"Dec 17, 2010Â wide"	22-Mar-11	"$100,169,068 "	82 minutes	Warner Bros. Pictures
Inside Out	98%	89%	PG (for mild thematic elements and some action)	"Animation,Kids & Family"	96	77	"66.0,51.0,45.0,71.0"	"Jun 19, 2015Â wide"	3-Nov-15	"$264,317,903 "	94 minutes	Disney/Pixar
9	57%	55%	PG-13 (for violence and scary images)	"Action & Adventure,Animation,Drama,Science Fiction & Fantasy"	57	74	"57.0,63.0,57.0,75.5"	"Sep 9, 2009Â wide"	29-Dec-09	"$31,691,649 "	80 minutes	Focus Features
Aladdin and the King of Thieves1995	27%	50%	NR (nothing objectionable)	"Animation,Comedy,Kids & Family"	30	59.5	"49.0,33.0,45.0,40.0"	"Jun 1, 1995Â wide"	18-Jan-05	NA	80 minutes	NA
An American Tail - Fievel Goes West (1991)	45%	61%	G	"Action & Adventure,Animation,Kids & Family,Western"	41.5	28	"19.5,34.0,91.0,53.0"	"Nov 22, 1991Â wide"	20-Jan-04	NA	76 minutes	NA
The Last Unicorn	63%	86%	G	"Animation,Kids & Family,Science Fiction & Fantasy"	67	56.5	"59.5,66.0,71.0,82.0"	"Jan 1, 1982Â wide"	15-Mar-04	NA	84 minutes	NA
Dinosaur2000	65%	48%	PG (for intense images)	"Action & Adventure,Animation,Kids & Family"	56	63	"39.0,65.0,55.0,65.0"	"May 19, 2000Â wide"	30-Jan-01	"$135,606,304 "	82 minutes	Buena Vista
The Wild2006	20%	36%	G	"Action & Adventure,Animation,Comedy,Kids & Family"	20	18.5	"48.0,29.5,50.0,51.0"	"Apr 14, 2006Â wide"	12-Sep-06	"$37,310,059 "	82 minutes	Buena Vista
Ice Age: Continental Drift2012	38%	62%	PG (for mild rude humor and action/peril)	"Action & Adventure,Animation,Comedy,Kids & Family"	38	42	"43.0,44.0,54.0,43.5"	"Jul 13, 2012Â wide"	11-Dec-12	"$161,317,423 "	87 minutes	20th Century Fox
Many Adventures of Winnie the Pooh (1977)	100%	88%	G	"Animation,Comedy,Kids & Family,Musical & Performing Arts"	83	78	"88.0,70.5,83.0,75.0"	"Mar 11, 1977Â wide"	7-May-02	NA	74 minutes	NA
Zambezia2013	25%	43%	G	"Animation,Comedy"	25	25	"52.0,56.0,65.0,53.0"	NA	6-Aug-13	"$1,038,657 "	84 minutes	Sony Pictures Home Entertainment
Looney Tunes: Back in Action2003	56%	50%	PG (for some mild language and innuendo)	"Animation,Comedy,Kids & Family"	72	35	"34.0,47.0,54.0,64.5"	"Nov 14, 2003Â wide"	2-Mar-04	"$21,000,000 "	90 minutes	Warner Bros. Pictures
Mars Needs Moms2011	37%	40%	PG (for sci-fi action and peril)	"Action & Adventure,Animation,Comedy,Science Fiction & Fantasy"	45	45	"51.0,34.5,37.0,71.0"	"Mar 11, 2011Â wide"	9-Aug-11	"$21,379,315 "	88 minutes	Walt Disney Pictures
Who Framed Roger Rabbit1988	97%	84%	PG	"Action & Adventure,Animation,Comedy,Kids & Family,Mystery & Suspense"	63	46.5	"54.0,55.0,56.5,48.0"	"Jun 22, 1988Â wide"	28-Sep-99	NA	104 minutes	NA
Kahlil Gibran's The Prophet2015	67%	75%	PG (for thematic elements including some vioelnce and sensual images)	Animation	91	68.5	"57.0,70.5,62.0,57.0"	"Aug 7, 2015Â limited"	2-Feb-16	"$217,451 "	86 minutes	GKIDS
Toy Story That Time Forgot2014	100%	82%	NR	"Action & Adventure,Animation"	79	79	"73.0,49.0,51.0,67.0"	"Dec 2, 2014Â wide"	3-Nov-15	NA	22 minutes	Disney/Pixar
Hey Arnold! The Movie2002	29%	36%	PG (for some thematic elements)	"Animation,Comedy,Kids & Family,Special Interest"	29	29	"29.0,29.0,29.0,29.0"	"Jun 28, 2002Â wide"	31-Dec-02	"$13,590,494 "	76 minutes	Paramount Pictures
Belle's Magical World1998	17%	72%	G	"Animation,Comedy,Kids & Family"	17	17	"31.0,17.0,44.0,47.5"	"Feb 17, 1998Â wide"	1-Feb-05	NA	92 minutes	NA
Kung Fu Panda	87%	82%	PG (for sequences of martial arts action)	"Action & Adventure,Animation,Kids & Family"	57	74	"64.0,73.0,48.0,49.0"	"Jun 6, 2008Â wide"	9-Nov-08	"$215,395,021 "	88 minutes	Paramount Pictures
Star Wars: The Clone Wars2008	18%	38%	"PG (for sci-fi action violence throughout, brief language and momentary smoking)"	"Action & Adventure,Animation,Science Fiction & Fantasy"	18	18	"21.0,36.0,18.0,18.0"	"Aug 15, 2008Â wide"	11-Nov-08	"$35,089,551 "	98 minutes	Warner Bros. Pictures
Toy Story 2	100%	86%	G	"Animation,Comedy,Kids & Family,Science Fiction & Fantasy"	89	100	"49.0,71.0,35.5,79.5"	"Nov 24, 1999Â wide"	17-Oct-00	NA	92 minutes	Buena Vista Pictures
Alice in Wonderland1951	79%	78%	G	"Animation,Classics,Comedy,Kids & Family,Science Fiction & Fantasy"	89	83.5	"79.0,80.0,82.5,88.0"	"Jul 28, 1951Â wide"	1-Feb-11	NA	75 minutes	NA
The Return of Jafar1994	33%	40%	G	"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy"	30	33	"84.0,33.0,34.0,45.0"	"May 20, 1994Â wide"	18-Jan-05	NA	66 minutes	NA
Space Chimps 2: Zartog Strikes Back (2010)	0%	32%	PG (for some mild rude humor)	"Animation,Kids & Family"	41	4	"38.5,53.5,46.0,62.0"	"Jun 30, 2010Â wide"	5-Oct-10	NA	75 minutes	20th Century Fox
Boy and the World (O Menino e o Mundo)	95%	77%	PG (for thematic material and images)	"Animation,Art House & International"	95	95	"95.0,95.0,95.0"	"Dec 11, 2015Â limited"	5-Jul-16	"$47,618 "	81 minutes	GKIDS
Sausage Party	82%	50%	"R (for strong crude sexual content, pervasive language, and drug use)"	"Animation,Comedy"	72	66	"68.0,67.5,77.0,71.0"	"Aug 12, 2016Â wide"	8-Nov-16	"$97,661,826 "	89 minutes	Sony Pictures
How Murray Saved Christmas (2014)	50%	63%	NR	Animation	50	NA	"46.5,53.5,50.0,75.0"	NA	16-Dec-14	NA	NA	NA
Brave	79%	76%	PG (for some scary action and rude humor)	"Animation,Comedy,Kids & Family"	79	79	"73.0,70.5,59.5,78.5"	"Jun 22, 2012Â wide"	13-Nov-12	"$237,282,182 "	93 minutes	Walt Disney Pictures
Batman: Under the Red Hood2010	100%	92%	PG-13	"Action & Adventure,Animation"	78.5	100	"56.0,60.0,49.0,100.0"	NA	27-Jul-10	NA	76 minutes	NA
Teen Titans: The Judas Contract (2017)	83%	71%	PG-13	"Action & Adventure,Animation"	84.5	79	"49.0,43.0,64.0,71.0"	NA	18-Apr-17	NA	76 minutes	NA
The Little Mermaid 2: Return to the Sea2000	33%	45%	G	"Animation,Kids & Family"	19.5	29	"56.0,71.5,78.0,42.0"	"Sep 19, 2000Â wide"	19-Sep-00	NA	75 minutes	NA
Thunder and the House of Magic (2014)	72%	53%	NR	"Action & Adventure,Animation,Art House & International,Kids & Family"	44	52	"73.5,72.0,48.0,40.5"	"Sep 5, 2014Â limited"	3-Feb-15	"$1,606,608 "	85 minutes	Shout! Factory
Cars	74%	79%	G	"Action & Adventure,Animation,Comedy,Kids & Family"	89	89	"43.5,74.5,64.5,29.5"	"Jun 9, 2006Â wide"	7-Nov-06	"$244,052,771 "	116 minutes	Buena Vista
Megamind	72%	72%	PG (for action and some language)	"Action & Adventure,Animation,Comedy,Kids & Family"	72	72	"50.0,70.5,64.0,77.0"	"Nov 5, 2010Â wide"	25-Feb-11	"$148,244,405 "	96 minutes	Paramount Studios/DWA
The Lion King 1 1/22004	76%	61%	G	"Animation,Kids & Family"	71	45	"53.0,43.0,72.0,42.0"	"Feb 10, 2004Â wide"	10-Feb-04	NA	77 minutes	NA
Ernest & Clestine2014	97%	88%	PG (for some scary moments)	"Animation,Art House & International,Science Fiction & Fantasy"	89	97	"60.5,97.0,91.0,83.5"	"Feb 28, 2014Â limited"	17-Jun-14	"$71,442 "	80 minutes	GKIDS
Delgo2008	12%	26%	PG (for sequences of fantasy action violence)	"Animation,Science Fiction & Fantasy"	12	12	"14.0,13.5,59.0,29.0"	"Dec 12, 2008Â wide"	4-Aug-09	"$511,920 "	89 minutes	Freestyle Releasing
Where the Wild Things Are2009	72%	56%	"PG (for mild thematic elements, some adventure action and brief language)"	"Action & Adventure,Animation,Comedy,Drama,Kids & Family,Science Fiction & Fantasy"	71.5	67	"72.0,62.5,70.0,65.0"	"Oct 16, 2009Â wide"	2-Mar-10	"$77,222,184 "	101 minutes	Warner Bros. Pictures
Over the Hedge (2006)	75%	71%	PG (for some rude humor and mild comic action)	"Animation,Comedy,Kids & Family"	NA	60	"43.0,64.0,68.0,55.0"	"May 19, 2006Â wide"	17-Oct-06	"$155,019,340 "	84 minutes	Dreamworks
Final Fantasy VII: Advent Children2006	33%	83%	PG-13 (for sequences of intense sci-fi action violence)	"Action & Adventure,Animation,Science Fiction & Fantasy"	33	33	"42.5,46.5,33.0,65.5"	"Apr 25, 2006Â wide"	25-Apr-06	NA	100 minutes	Destination Films
How the Grinch Stole Christmas1967	100%	88%	NR	"Animation,Classics,Comedy,Kids & Family,Musical & Performing Arts,Television"	84	100	"88.0,57.0,75.0,100.0"	"Jun 1, 1967Â wide"	31-Oct-00	NA	26 minutes	NA
Happy Feet Two2011	46%	61%	PG (for some rude humor and mild peril)	"Animation,Art House & International,Kids & Family"	46	46	"57.0,51.0,28.5,50.0"	"Nov 18, 2011Â wide"	13-Mar-12	"$63,992,328 "	99 minutes	Warner Bros. Pictures
Rugrats Go Wild	40%	38%	PG (for mild crude humor)	"Animation,Comedy,Kids & Family"	54.5	76	"55.0,78.0,30.0,33.5"	"Jun 13, 2003Â wide"	16-Dec-03	"$39,400,000 "	80 minutes	Paramount Pictures
Steamboy2005	59%	68%	PG-13 (for action violence)	"Animation,Art House & International,Drama,Science Fiction & Fantasy"	72.5	75	"74.0,40.0,59.0,62.0"	"Mar 18, 2005Â wide"	26-Jul-05	"$287,034 "	126 minutes	Sony Pictures Entertainment
DuckTales: The Movie - Treasure of the Lost Lamp1990	88%	69%	G	"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy"	88	83	"77.0,69.5,55.0,41.5"	"Aug 3, 1990Â wide"	13-Nov-07	NA	74 minutes	NA
101 Dalmatians II: Patch's London Adventure (2002)	67%	41%	G	"Animation,Kids & Family,Musical & Performing Arts"	33	67	"50.0,67.0,44.0,54.0"	"Jan 1, 2002Â wide"	21-Jan-03	NA	73 minutes	NA
My Dog Tulip (2010)	90%	70%	NR	"Animation,Drama"	90	90	"90.0,63.0,69.5,67.0"	"Sep 1, 2010Â limited"	26-Jul-11	"$246,574 "	83 minutes	New Yorker Films
Treasure Planet2002	69%	71%	PG (for adventure action and peril)	"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy"	83	61.5	"65.0,90.0,70.5,72.0"	"Nov 27, 2002Â wide"	29-Apr-03	"$38,120,554 "	95 minutes	Buena Vista Distribution Compa
Ghost in the Shell (1996)	96%	89%	R	"Animation,Anime & Manga,Art House & International,Science Fiction & Fantasy"	78	NA	"60.5,96.0,60.5,96.0"	"Mar 29, 1996Â wide"	18-Nov-03	NA	82 minutes	NA
Cool World1992	4%	31%	PG-13 (for language and sensuality)	"Action & Adventure,Animation,Comedy,Science Fiction & Fantasy"	59.5	22	"30.5,51.0,70.5,20.0"	"Jul 10, 1992Â wide"	11-Nov-03	NA	102 minutes	NA
Akira (1988)	87%	90%	R (for graphic violence and brief nudity)	"Action & Adventure,Animation,Drama,Mystery & Suspense,Science Fiction & Fantasy"	72.5	72.5	"87.0,87.0,87.0,78.5"	"Mar 30, 2001Â limited"	17-Jul-01	NA	124 minutes	NA
Paprika2006	83%	87%	R (for violent and sexual images)	"Animation,Horror,Science Fiction & Fantasy"	86.5	83	"72.0,83.0,83.0,86.5"	"Oct 7, 2006Â wide"	27-Nov-07	"$720,502 "	91 minutes	Sony Pictures Classics
Thumbelina (1994)	25%	66%	G	"Animation,Kids & Family"	62	62	"25.0,42.0,36.0,62.5"	"Mar 30, 1994Â wide"	21-Sep-99	NA	94 minutes	NA
Tom and Jerry: The Movie1992	17%	39%	G	"Animation,Comedy,Kids & Family"	71	17	"44.0,64.0,29.0,67.0"	"Jan 1, 1992Â wide"	12-Mar-02	NA	80 minutes	NA
Postman Pat: The Movie2014	44%	47%	NR	"Animation,Comedy"	20	27.5	"57.5,44.0,76.0,46.5"	"Jun 27, 2014Â limited"	23-Sep-14	"$1,628,568 "	117 minutes	Shout! Factory
Superman: Doomsday2007	57%	56%	PG-13	"Action & Adventure,Animation,Drama"	72.5	57	"56.5,45.5,40.0,57.0"	"Sep 18, 2007Â wide"	18-Sep-07	NA	75 minutes	NA
Shaun the Sheep Movie2015	99%	80%	PG (for rude humor)	"Animation,Comedy"	NA	NA	"99.0,87.0,56.0,99.0"	"Aug 5, 2015Â limited"	24-Nov-15	NA	84 minutes	Lionsgate
Sinbad: Legend of the Seven Seas (2003)	45%	56%	"PG (for adventure action, some mild sensuality and brief language)"	"Action & Adventure,Animation,Kids & Family,Romance"	45	67.5	"70.5,42.0,59.0,43.5"	"Jul 2, 2003Â wide"	18-Nov-03	"$26,300,000 "	86 minutes	DreamWorks SKG
Monster Trucks	31%	51%	"PG (for action, peril, brief scary images, and some rude humor)"	"Action & Adventure,Animation,Comedy,Kids & Family"	57	71	"36.5,53.0,46.0,56.0"	"Jan 13, 2017Â wide"	11-Apr-17	"$33,243,820 "	122 minutes	Paramount Pictures
Beowulf2007	71%	50%	"PG-13 (for intense sequences of violence including disturbing images, some sexual material and nudity)"	"Action & Adventure,Animation,Science Fiction & Fantasy"	63	74	"58.0,56.5,62.5,69.0"	"Nov 15, 2007Â wide"	13-Feb-07	"$82,200,000 "	114 minutes	Paramount Pictures
A Monster in Paris2011	87%	65%	"PG (for some action violence involving gunplay, and mild rude humor)"	"Animation,Kids & Family"	48	48	"65.5,64.5,70.0,87.0"	NA	16-Apr-13	"$1,043,531 "	89 minutes	NA
The Plague Dogs (1983)	60%	90%	PG-13 (for violent images and thematic elements.)	"Action & Adventure,Animation,Drama,Science Fiction & Fantasy"	80	80	"61.0,55.0,67.0,76.0"	"Dec 17, 1983Â limited"	20-Oct-04	NA	103 minutes	NA
Monsters University	79%	81%	G	"Action & Adventure,Animation,Comedy,Kids & Family,Science Fiction & Fantasy"	79	89	"68.0,52.0,60.5,62.0"	"Jun 21, 2013Â wide"	29-Oct-13	"$260,300,000 "	95 minutes	Walt Disney Pictures
Heavy Traffic1973	89%	76%	R	"Action & Adventure,Animation,Comedy,Drama"	59.5	59.5	"78.0,89.0,89.0,65.0"	"Jan 1, 1973Â wide"	5-Sep-00	NA	76 minutes	NA
The Batman Superman Movie: World's Finest (1998)	83%	76%	NR	"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy"	83	83	"36.5,43.0,69.0,80.0"	NA	18-Aug-98	NA	68 minutes	NA
